ASV.ID	kingdom	phylum	class	order	family	genus	species	Confidence
d11b66c674f884e419f7b9456a121b98	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus		0.9999999987132924
c25779c5ab7cf8306df7c39cae476449	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	producta	0.9964390595730658
bc3c3e732e4e5d436ccb32d5c8370e20	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides		0.9999999930584522
412913dfb71ce16e3c24e6ba7c4c0976	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	mucosae	0.9999912142636428
9708ff76cba6b4073abcd51f516c6445	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium		0.9999888449399096
2aa3a29179b0f48d058d8914e158b00f	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Phascolarctobacterium		0.999999999714504
1ca4fb0a65bf984122e0cee13f76823d	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uniformis	0.9999477870915788
2ff3c9213bdb601895174213e5676d4f	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter_Eubacterium		0.9999999893323946
99d6bfff77b6ac7e515917222c647a12	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae			0.999998977531793
f6563c01d45907923f1424c7036e5b68	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	spiroforme	0.9999901015486808
2ca4ad283e11f32cae7568551f87fdeb	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella		0.99999982737667
4fc8a22e4510b54c067c5aaf65a5e79f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae			0.9999999999914232
18d704635925d9a17ff71149828fffed	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter		0.7307418325233739
7b63a5f24daa0d8c44d86dca478f99c5	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		0.9285809483368391
fae052b51f455ad39008298984068a63	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Eubacterium	biforme	0.9999999999976268
c627e5714a549d8da5bf84ca2f4a9a7b	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	dispar	0.9788231594367494
4d2215999a08309f88efef758a62b347	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	gnavus	0.9997554661476056
f4c314ee7e9951879c751d14f82ddafb	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		0.9868607476313874
2469b6ea15b47caac169f0a6d652c0d9	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	0.9999737175858536
66ef3a45db9d9bf4402b7ff89214f913	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		0.9999999935672272
63a928d9a4045a1682765fbf1b703ab6	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		0.7994538813779088
11924e91f9913dd11dd82f20968a569b	Bacteria	Firmicutes	Clostridia	Clostridiales				0.9999999999988308
b75e8395ec09ca110becb2e41e8b8c85	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus		0.9966849114942228
186e61cd59df1a56ad1ccea5c50452d5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	caccae	0.9999458363449516
041b53a324529d4f27f6f813780b0442	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	alactolyticus	0.7527444458552073
9cf19c184eef13171070a24a01ce809a	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	ramosum	0.9998981877026686
71f72daf1f0eff27ebef2b7d6d453f58	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		0.9999867515987492
50744955bd234a408e704f2b835fa259	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae			0.9841503071696264
33be6202ae3e5a163d49f4915e1772d0	Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter		0.9999999999991472
b60f8fc17ca22ec0dd71f3d26f0bc031	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	hathewayi	0.9998861348832312
b318dfafe5e2ba3214c3caca99d0e1ba	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia		0.9999570009579892
617ff812e8c8f8dbe6ae43f9c8202e7a	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium		0.996057721140236
b84f176c4a0413c7bb4922c670b8b212	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	gnavus	0.9998082685122932
37914feb58638c096d56c9e88eeaf527	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	dispar	0.9217657376643938
7d228458fa9dd6eb34a52fee24cd5eb8	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	breve	0.9899008134699064
c2a411de61652cb302c0f5fefd5d896e	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger	formicilis	0.8895386453801298
5f1495c768df998ed2173b5c5926e98d	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		0.7384303824585152
5389a5bd9b269f3bf9706ebfead44626	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9736407151514348
3b3e169a83ee7944675a37f253a40006	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter_Eubacterium		0.9999999106974298
524fca9f28970c3d3de1deec5d67a77e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	zeae	0.9999993465738872
dafd3a63f34ae99453364dc5b80a7cfb	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	aerofaciens	0.9900310293441013
b20c032016ae1b2043b2f3229e16ff78	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum	0.9989501820851592
aec4d323f96a6d28ecb30521d948a1e5	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae			0.9999999855068609
77ef95e18fb200767be09beb65ad7e28	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	dispar	0.943721657067348
ca2933b9dbaa42e7d31e7653104f4130	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia		0.9999650694608556
d1806050ddd012de30eb54626f44b45c	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	cocleatum	0.9937555770742204
e398fb928c5b37b61ff11bb3caf6cd9e	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Megasphaera		0.9998270313118286
cec8dbb318a8676f73e06890e62ad7a1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		0.9999999490152348
e79b1bb0d6853de34edc927bf065d195	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	bromii	0.9345363118811988
ae78f91f9e06b9fbc9af2b5dc49e317c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium		0.9982231658987554
af48c13146625978aa4dd61ca8afd1ae	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea		0.98485129854818
e7fceb50c6707c9a8c36a1ffbce8f479	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	breve	0.998341942738106
fa1e278fda21bf8ab81ac6ab672bdb4a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira		0.9999680004687621
50ed57412f7036d38876d61f1c32f2f1	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Acidaminococcus		0.9999998833420204
4848928f5e0a36c6cd76043e7b22fd21	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Megamonas		0.9999999882981002
ef39937910e7b175c83c52fa96346510	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Megasphaera		0.999999999984766
06e7be0d7ae579015baafd4e4e10034a	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		0.8178023255597848
45645ffa13cc5fe906e39d998db47ee5	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii	0.9960163156243056
8325f29261367d331505cd3a928383ca	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia		0.9999592606549879
bb9327d59994e1946c43b8bcaa564a3a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		0.9999999406528292
6e5610990c973d0d97e0486f2e937fad	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Acidaminococcus		0.99999985829417
4e5cbc16cd4ae842a903ee53e27e2fea	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter		0.9050221405968676
f1a1688dc8d50b0c0742385fb1d9f867	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	0.999992663376728
de4c66abc74a35d9a6c46255375e00f9	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	dispar	0.9821917540999948
286384ecdd886d5f3016de2230245e9f	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae			0.9999991082195676
232b72dafb3bd50f21d980d5c629a412	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	producta	0.9955084932507791
1e0f1c79ef058db78c8433499c7be7aa	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	parvula	0.9645835666465996
3e67a10d3acd2acdf97b59447a2d228d	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	torques	0.978942844930261
d44f07f1ab0a78a87364f64cd1072d39	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	paraputrificum	0.9740256366576648
87d649a7fa63204b013986711cc9ec09	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas		0.9999999852826704
b13c6ea1bdbfc0c1dcb7943d0abfd4a3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus		0.9889453626767736
0d2ea27721e4ef6e3c006551262a263b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			0.9988635202751726
